Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount, Profit ,Cluster,Customer Category
104,US-2018-156867,11/13/2018,11/17/2018,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,$238.90 ,6,20%,($26.88),0,Moderate
105,US-2018-156867,11/13/2018,11/17/2018,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",$102.36 ,3,20%,($3.84),0,Moderate
106,US-2018-156867,11/13/2018,11/17/2018,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",$36.88 ,3,70%,($25.82),2,Unprofitable
107,CA-2020-119004,11/23/2020,11/28/2020,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,$74.11 ,8,20%,$17.60 ,0,Moderate
108,CA-2020-119004,11/23/2020,11/28/2020,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,$27.99 ,1,20%,$2.10 ,0,Moderate
109,CA-2020-119004,11/23/2020,11/28/2020,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,$3.30 ,1,20%,$1.07 ,0,Moderate
110,CA-2018-129476,10/15/2018,10/20/2018,Standard Class,PA-19060,Pete Armstrong,Home Office,Orland Park,Illinois,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,$339.96 ,5,20%,$67.99 ,0,Moderate
111,CA-2020-146780,12/25/2020,12/30/2020,Standard Class,CV-12805,Cynthia Voltz,Corporate,New York City,New York,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,$41.96 ,2,0%,$10.91 ,0,Moderate
112,CA-2019-128867,11/3/2019,11/10/2019,Standard Class,CL-12565,Clay Ludtke,Consumer,Urbandale,Iowa,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",$75.96 ,2,0%,$22.79 ,0,Moderate
113,CA-2019-128867,11/3/2019,11/10/2019,Standard Class,CL-12565,Clay Ludtke,Consumer,Urbandale,Iowa,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",$27.24 ,6,0%,$13.35 ,0,Moderate
114,CA-2017-115259,8/25/2017,8/27/2017,Second Class,RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",$40.10 ,14,20%,$14.53 ,0,Moderate
115,CA-2017-115259,8/25/2017,8/27/2017,Second Class,RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,East,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",$4.72 ,2,20%,$1.65 ,0,Moderate
116,CA-2017-115259,8/25/2017,8/27/2017,Second Class,RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,$23.98 ,3,20%,$7.49 ,0,Moderate
117,CA-2017-115259,8/25/2017,8/27/2017,Second Class,RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",$130.46 ,6,20%,$44.03 ,0,Moderate
118,CA-2018-110457,3/2/2018,3/6/2018,Standard Class,DK-13090,Dave Kipp,Consumer,Seattle,Washington,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,$787.53 ,3,0%,$165.38 ,0,Moderate
119,US-2018-136476,4/5/2018,4/10/2018,Standard Class,GG-14650,Greg Guthrie,Corporate,Bristol,Tennessee,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,$157.79 ,1,70%,($115.72),2,Unprofitable
120,CA-2019-103730,6/12/2019,6/15/2019,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,$47.04 ,3,0%,$18.35 ,0,Moderate
121,CA-2019-103730,6/12/2019,6/15/2019,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,$30.84 ,4,0%,$13.88 ,0,Moderate
122,CA-2019-103730,6/12/2019,6/15/2019,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",$226.56 ,6,0%,$63.44 ,0,Moderate
123,CA-2019-103730,6/12/2019,6/15/2019,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,$115.02 ,9,0%,$51.76 ,0,Moderate
124,CA-2019-103730,6/12/2019,6/15/2019,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,$68.04 ,7,0%,$19.73 ,0,Moderate
125,US-2017-152030,12/26/2017,12/28/2017,Second Class,AD-10180,Alan Dominguez,Home Office,Houston,Texas,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,$600.56 ,3,30%,($8.58),0,Moderate
126,US-2017-134614,9/20/2017,9/25/2017,Standard Class,PF-19165,Philip Fox,Consumer,Bloomington,Illinois,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,$617.70 ,6,50%,($407.68),2,Unprofitable
127,US-2020-107272,11/5/2020,11/12/2020,Standard Class,TS-21610,Troy Staebel,Consumer,Phoenix,Arizona,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",$2.39 ,2,70%,($1.83),2,Unprofitable
128,US-2020-107272,11/5/2020,11/12/2020,Standard Class,TS-21610,Troy Staebel,Consumer,Phoenix,Arizona,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",$243.99 ,7,20%,$30.50 ,0,Moderate
129,US-2019-125969,11/6/2019,11/10/2019,Second Class,LS-16975,Lindsay Shagiari,Home Office,Los Angeles,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",$81.42 ,2,20%,($9.16),0,Moderate
130,US-2019-125969,11/6/2019,11/10/2019,Second Class,LS-16975,Lindsay Shagiari,Home Office,Los Angeles,California,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$238.56 ,3,0%,$26.24 ,0,Moderate
131,US-2020-164147,2/2/2020,2/5/2020,First Class,DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,$59.97 ,5,40%,($11.99),2,Unprofitable
132,US-2020-164147,2/2/2020,2/5/2020,First Class,DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,$78.30 ,2,20%,$29.36 ,0,Moderate
133,US-2020-164147,2/2/2020,2/5/2020,First Class,DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,$21.46 ,9,20%,$6.97 ,0,Moderate
134,CA-2019-145583,10/13/2019,10/19/2019,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,$20.04 ,3,0%,$9.62 ,0,Moderate
135,CA-2019-145583,10/13/2019,10/19/2019,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,$35.44 ,1,0%,$16.66 ,0,Moderate
136,CA-2019-145583,10/13/2019,10/19/2019,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",$11.52 ,4,0%,$3.46 ,0,Moderate
137,CA-2019-145583,10/13/2019,10/19/2019,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,$4.02 ,2,0%,$1.97 ,0,Moderate
138,CA-2019-145583,10/13/2019,10/19/2019,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,$76.18 ,3,20%,$26.66 ,0,Moderate
139,CA-2019-145583,10/13/2019,10/19/2019,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,$65.88 ,6,0%,$18.45 ,0,Moderate
140,CA-2019-145583,10/13/2019,10/19/2019,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,$43.12 ,14,0%,$20.70 ,0,Moderate
141,CA-2019-110366,9/5/2019,9/7/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$82.80 ,2,20%,$10.35 ,0,Moderate
142,CA-2020-106180,9/18/2020,9/23/2020,Standard Class,SH-19975,Sally Hughsby,Corporate,San Francisco,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,$8.82 ,3,0%,$2.38 ,0,Moderate
143,CA-2020-106180,9/18/2020,9/23/2020,Standard Class,SH-19975,Sally Hughsby,Corporate,San Francisco,California,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,$10.86 ,3,0%,$5.10 ,0,Moderate
144,CA-2020-106180,9/18/2020,9/23/2020,Standard Class,SH-19975,Sally Hughsby,Corporate,San Francisco,California,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,$143.70 ,3,0%,$68.98 ,0,Moderate
145,CA-2020-155376,12/22/2020,12/27/2020,Standard Class,SG-20080,Sandra Glassco,Consumer,Independence,Missouri,Central,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,$839.43 ,3,0%,$218.25 ,0,Moderate
146,CA-2018-110744,9/7/2018,9/12/2018,Standard Class,HA-14920,Helen Andreada,Consumer,Pasadena,California,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,$671.93 ,7,0%,$20.16 ,0,Moderate
147,CA-2017-110072,10/22/2017,10/28/2017,Standard Class,MG-17680,Maureen Gastineau,Home Office,Newark,Ohio,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",$93.89 ,4,20%,$12.91 ,0,Moderate
148,CA-2019-114489,12/5/2019,12/9/2019,Standard Class,JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,$384.45 ,11,0%,$103.80 ,0,Moderate
149,CA-2019-114489,12/5/2019,12/9/2019,Standard Class,JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,$149.97 ,3,0%,$6.00 ,0,Moderate
150,CA-2019-114489,12/5/2019,12/9/2019,Standard Class,JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","$1,951.84 ",8,0%,$585.55 ,1,High-valued
151,CA-2019-114489,12/5/2019,12/9/2019,Standard Class,JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$171.55 ,5,0%,$80.63 ,0,Moderate
152,CA-2019-158834,3/13/2019,3/16/2019,First Class,TW-21025,Tamara Willingham,Home Office,Scottsdale,Arizona,West,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,$157.92 ,5,20%,$17.77 ,0,Moderate
153,CA-2019-158834,3/13/2019,3/16/2019,First Class,TW-21025,Tamara Willingham,Home Office,Scottsdale,Arizona,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,$203.18 ,2,20%,$15.24 ,0,Moderate
154,CA-2018-124919,5/31/2018,6/2/2018,First Class,SP-20650,Stephanie Phelps,Corporate,San Jose,California,West,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,$58.38 ,7,0%,$26.27 ,0,Moderate
155,CA-2018-124919,5/31/2018,6/2/2018,First Class,SP-20650,Stephanie Phelps,Corporate,San Jose,California,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,$105.52 ,4,0%,$48.54 ,0,Moderate
156,CA-2018-124919,5/31/2018,6/2/2018,First Class,SP-20650,Stephanie Phelps,Corporate,San Jose,California,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",$80.88 ,6,0%,$21.03 ,0,Moderate
157,CA-2018-118948,5/28/2018,6/3/2018,Standard Class,NK-18490,Neil Knudson,Home Office,Seattle,Washington,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,$6.63 ,3,0%,$1.79 ,0,Moderate
158,CA-2017-104269,3/1/2017,3/6/2017,Second Class,DB-13060,Dave Brooks,Consumer,Seattle,Washington,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,$457.57 ,2,20%,$51.48 ,0,Moderate
159,CA-2019-114104,11/20/2019,11/24/2019,Standard Class,NP-18670,Nora Paige,Consumer,Edmond,Oklahoma,Central,OFF-LA-10002475,Office Supplies,Labels,Avery 519,$14.62 ,2,0%,$6.87 ,0,Moderate
160,CA-2019-114104,11/20/2019,11/24/2019,Standard Class,NP-18670,Nora Paige,Consumer,Edmond,Oklahoma,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,$944.93 ,7,0%,$236.23 ,0,Moderate
161,CA-2019-162733,5/11/2019,5/12/2019,First Class,TT-21070,Ted Trevino,Consumer,Los Angeles,California,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,$5.98 ,1,0%,$2.69 ,0,Moderate
162,CA-2018-119697,12/28/2018,12/31/2018,Second Class,EM-13960,Eric Murdock,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,$54.38 ,2,20%,$1.36 ,0,Moderate
163,CA-2019-154508,11/16/2019,11/20/2019,Standard Class,RD-19900,Ruben Dartt,Consumer,Carlsbad,New Mexico,West,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,$28.40 ,5,0%,$13.35 ,0,Moderate
164,CA-2019-113817,11/7/2019,11/11/2019,Standard Class,MJ-17740,Max Jones,Consumer,Seattle,Washington,West,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,$27.68 ,2,20%,$9.69 ,0,Moderate
165,CA-2017-139892,9/8/2017,9/12/2017,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,$9.94 ,3,20%,$2.73 ,0,Moderate
166,CA-2017-139892,9/8/2017,9/12/2017,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,"$8,159.95 ",8,40%,"($1,359.99)",1,High-valued
167,CA-2017-139892,9/8/2017,9/12/2017,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,$275.93 ,3,20%,($58.63),0,Moderate
168,CA-2017-139892,9/8/2017,9/12/2017,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,"$1,740.06 ",9,30%,($24.86),0,Moderate
169,CA-2017-139892,9/8/2017,9/12/2017,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,$32.06 ,6,20%,$6.81 ,0,Moderate
170,CA-2017-139892,9/8/2017,9/12/2017,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,$177.98 ,5,80%,($453.85),2,Unprofitable
171,CA-2017-139892,9/8/2017,9/12/2017,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,$143.98 ,3,20%,$9.00 ,0,Moderate
172,CA-2017-118962,8/5/2017,8/9/2017,Standard Class,CS-12130,Chad Sievert,Consumer,Los Angeles,California,West,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",$20.94 ,3,0%,$9.84 ,0,Moderate
173,CA-2017-118962,8/5/2017,8/9/2017,Standard Class,CS-12130,Chad Sievert,Consumer,Los Angeles,California,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,$110.96 ,2,0%,$53.26 ,0,Moderate
174,CA-2017-118962,8/5/2017,8/9/2017,Standard Class,CS-12130,Chad Sievert,Consumer,Los Angeles,California,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",$340.14 ,7,20%,$21.26 ,0,Moderate
175,US-2017-100853,9/14/2017,9/19/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,Chicago,Illinois,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,$52.45 ,2,80%,($131.12),2,Unprofitable
176,US-2017-100853,9/14/2017,9/19/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,Chicago,Illinois,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,$20.16 ,4,20%,$6.55 ,0,Moderate
177,US-2020-152366,4/21/2020,4/25/2020,Second Class,SJ-20500,Shirley Jackson,Consumer,Houston,Texas,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",$97.26 ,4,80%,($243.16),2,Unprofitable
178,US-2018-101511,11/21/2018,11/23/2018,Second Class,JE-15745,Joel Eaton,Consumer,Newark,Ohio,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",$396.80 ,7,30%,($11.34),0,Moderate
179,US-2018-101511,11/21/2018,11/23/2018,Second Class,JE-15745,Joel Eaton,Consumer,Newark,Ohio,East,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,$15.88 ,5,20%,($3.77),0,Moderate
180,CA-2018-137225,12/15/2018,12/19/2018,Standard Class,JK-15640,Jim Kriz,Home Office,New York City,New York,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",$3.28 ,1,0%,$1.41 ,0,Moderate
181,CA-2017-166191,12/5/2017,12/9/2017,Second Class,DK-13150,David Kendrick,Corporate,Decatur,Illinois,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",$24.82 ,2,20%,$1.86 ,0,Moderate
182,CA-2017-166191,12/5/2017,12/9/2017,Second Class,DK-13150,David Kendrick,Corporate,Decatur,Illinois,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,$408.74 ,7,20%,$76.64 ,0,Moderate
183,CA-2017-158274,11/19/2017,11/24/2017,Second Class,RM-19675,Robert Marley,Home Office,Monroe,Louisiana,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,$503.96 ,4,0%,$131.03 ,0,Moderate
184,CA-2017-158274,11/19/2017,11/24/2017,Second Class,RM-19675,Robert Marley,Home Office,Monroe,Louisiana,South,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),$149.95 ,5,0%,$41.99 ,0,Moderate
185,CA-2017-158274,11/19/2017,11/24/2017,Second Class,RM-19675,Robert Marley,Home Office,Monroe,Louisiana,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,$29.00 ,2,0%,$7.25 ,0,Moderate
186,CA-2019-105018,11/28/2019,12/2/2019,Standard Class,SK-19990,Sally Knutson,Consumer,Fairfield,Connecticut,East,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,$7.16 ,2,0%,$3.44 ,0,Moderate
187,CA-2017-123260,8/26/2017,8/30/2017,Standard Class,FM-14290,Frank Merwin,Home Office,Los Angeles,California,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,$176.80 ,8,0%,$22.98 ,0,Moderate
188,CA-2019-157000,7/16/2019,7/22/2019,Standard Class,AM-10360,Alice McCarthy,Corporate,Grand Prairie,Texas,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",$37.22 ,3,20%,$3.72 ,0,Moderate
189,CA-2019-157000,7/16/2019,7/22/2019,Standard Class,AM-10360,Alice McCarthy,Corporate,Grand Prairie,Texas,Central,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,$20.02 ,3,20%,$6.25 ,0,Moderate
190,CA-2018-102281,10/12/2018,10/14/2018,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",$899.14 ,4,20%,$112.39 ,0,Moderate
191,CA-2018-102281,10/12/2018,10/14/2018,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$71.76 ,6,0%,$20.09 ,0,Moderate
192,CA-2018-102281,10/12/2018,10/14/2018,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,East,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,$51.84 ,8,0%,$24.88 ,0,Moderate
193,CA-2018-102281,10/12/2018,10/14/2018,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",$626.35 ,3,20%,$46.98 ,0,Moderate
194,CA-2018-102281,10/12/2018,10/14/2018,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,East,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,$19.90 ,5,0%,$6.57 ,0,Moderate
195,CA-2018-131457,10/31/2018,11/6/2018,Standard Class,MZ-17515,Mary Zewe,Corporate,Redlands,California,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,$14.28 ,7,0%,$6.71 ,0,Moderate
196,CA-2017-140004,3/21/2017,3/25/2017,Standard Class,CB-12025,Cassandra Brandow,Consumer,Hamilton,Ohio,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$7.41 ,2,20%,$1.20 ,0,Moderate
197,CA-2017-140004,3/21/2017,3/25/2017,Standard Class,CB-12025,Cassandra Brandow,Consumer,Hamilton,Ohio,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",$6.05 ,3,20%,$1.59 ,0,Moderate
198,CA-2020-107720,11/6/2020,11/13/2020,Standard Class,VM-21685,Valerie Mitchum,Home Office,Westfield,New Jersey,East,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,$46.26 ,3,0%,$12.03 ,0,Moderate
199,US-2020-124303,7/6/2020,7/13/2020,Standard Class,FH-14365,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",$2.95 ,2,70%,($2.26),2,Unprofitable
